,Unnamed: 0,指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記,Unnamed: 6,日期,年
156676,166326,寶島股價指數,"17,002.65",+,189.97,1.13,,,20210104,2021
156677,166327,發行量加權股價指數,"14,902.03",+,169.50,1.15,,,20210104,2021
156678,166328,臺灣公司治理100指數,"8,761.93",+,70.60,0.81,,,20210104,2021
156679,166329,臺灣50指數,"12,094.41",+,141.47,1.18,,,20210104,2021
156680,166330,臺灣50權重上限30%指數,"11,329.92",+,134.85,1.20,,,20210104,2021
156681,166331,臺灣中型100指數,"10,872.72",+,126.77,1.18,,,20210104,2021
156682,166332,臺灣資訊科技指數,"20,954.67",+,242.48,1.17,,,20210104,2021
156683,166333,臺灣發達指數,"9,396.38",+,177.58,1.93,,,20210104,2021
156684,166334,臺灣高股息指數,"7,003.61",+,39.83,0.57,,,20210104,2021
156685,166335,臺灣就業99指數,"8,098.27",+,33.16,0.41,,,20210104,2021
156686,166336,臺灣高薪100指數,"7,481.18",+,58.30,0.79,,,20210104,2021
156687,166337,未含金融指數,"13,113.50",+,173.28,1.34,,,20210104,2021
156688,166338,未含電子指數,"15,890.79",+,45.39,0.29,,,20210104,2021
156689,166339,未含金融電子指數,"13,759.04",+,80.64,0.59,,,20210104,2021
156690,166340,小型股300指數,"7,910.87",+,88.63,1.13,,,20210104,2021
156691,166341,水泥窯製類指數,654.72,+,7.00,1.08,,,20210104,2021
156692,166342,塑膠化工類指數,872.79,-,1.27,-0.15,,,20210104,2021
156693,166343,機電類指數,"4,084.34",+,64.87,1.61,,,20210104,2021
156694,166344,水泥類指數,171.79,-,0.12,-0.07,,,20210104,2021
156695,166345,食品類指數,"1,771.91",+,1.31,0.07,,,20210104,2021
156696,166346,塑膠類指數,262.16,-,0.36,-0.14,,,20210104,2021
156697,166347,紡織纖維類指數,552.44,+,0.49,0.09,,,20210104,2021
156698,166348,電機機械類指數,234.59,+,1.62,0.70,,,20210104,2021
156699,166349,電器電纜類指數,63.21,+,0.06,0.10,,,20210104,2021
156700,166350,化學生技醫療類指數,107.72,+,0.10,0.09,,,20210104,2021
156701,166351,化學類指數,119.47,+,0.85,0.72,,,20210104,2021
156702,166352,生技醫療類指數,66.61,-,0.40,-0.60,,,20210104,2021
156703,166353,玻璃陶瓷類指數,53.94,+,4.25,8.55,,,20210104,2021
156704,166354,造紙類指數,344.39,-,1.93,-0.56,,,20210104,2021
156705,166355,鋼鐵類指數,119.05,+,1.33,1.13,,,20210104,2021
156706,166356,橡膠類指數,288.72,-,1.79,-0.62,,,20210104,2021
156707,166357,汽車類指數,358.05,+,7.46,2.13,,,20210104,2021
156708,166358,電子工業類指數,732.17,+,11.85,1.65,,,20210104,2021
156709,166359,半導體類指數,359.56,+,4.90,1.38,,,20210104,2021
156710,166360,電腦及週邊設備類指數,122.28,+,0.46,0.38,,,20210104,2021
156711,166361,光電類指數,42.50,+,1.19,2.88,,,20210104,2021
156712,166362,通信網路類指數,128.51,+,0.12,0.09,,,20210104,2021
156713,166363,電子零組件類指數,156.77,+,2.69,1.75,,,20210104,2021
156714,166364,電子通路類指數,138.40,+,0.51,0.37,,,20210104,2021
156715,166365,資訊服務類指數,131.39,+,0.03,0.02,,,20210104,2021
156716,166366,其他電子類指數,95.09,+,5.64,6.31,,,20210104,2021
156717,166367,建材營造類指數,346.69,+,1.51,0.44,,,20210104,2021
156718,166368,航運類指數,106.87,+,4.37,4.26,,,20210104,2021
156719,166369,觀光類指數,97.81,-,0.12,-0.12,,,20210104,2021
156720,166370,金融保險類指數,"1,279.73",-,5.97,-0.46,,,20210104,2021
156721,166371,貿易百貨類指數,257.28,+,1.52,0.59,,,20210104,2021
156722,166372,油電燃氣類指數,129.77,+,0.26,0.20,,,20210104,2021
156723,166373,其他類指數,309.41,-,0.75,-0.24,,,20210104,2021
156724,166374,臺指日報酬兩倍指數,"29,694.20",+,667.90,2.30,,,20210104,2021
156725,166375,臺指反向一倍指數,"4,908.96",-,57.14,-1.15,,,20210104,2021
156726,166376,電子類兩倍槓桿指數,"32,340.41",+,"1,030.17",3.29,,,20210104,2021
156727,166377,電子類反向指數,"4,303.35",-,71.98,-1.65,,,20210104,2021
156728,166378,價格指數(跨市場),,,,,,,20210104,2021
156729,166380,臺灣生技指數,"4,175.87",-,70.79,-1.67,,,20210104,2021
156730,166381,臺灣中小型公司治理指數,"6,815.38",+,84.62,1.26,,,20210104,2021
156731,166382,臺灣IPO指數,"6,074.57",+,52.52,0.87,,,20210104,2021
156732,166383,智慧中立指數,"4,231.42",-,17.97,-0.42,,,20210104,2021
156733,166384,臺灣企業社會責任中小型指數,"5,999.74",+,78.02,1.32,,,20210104,2021
156734,166385,臺灣5G+通訊指數,"5,945.05",+,134.55,2.32,,,20210104,2021
156735,166386,價格指數(臺灣指數公司),,,,,,,20210104,2021
156736,166388,金融類日報酬兩倍指數,"19,151.52",-,179.52,-0.93,,,20210104,2021
156737,166389,金融類日報酬反向一倍指數,"6,313.34",+,29.18,0.46,,,20210104,2021
156738,166390,漲升股利150指數,"7,935.18",+,48.75,0.62,,,20210104,2021
156739,166391,漲升股利100指數,"7,341.07",+,71.68,0.99,,,20210104,2021
156740,166392,藍籌30指數,"7,590.06",+,79.05,1.05,,,20210104,2021
156741,166393,工業菁英30指數,"8,413.09",+,155.61,1.88,,,20210104,2021
156742,166394,電子菁英30指數,"8,302.03",+,81.85,1.00,,,20210104,2021
156743,166395,低波動股利精選30指數,"5,888.54",-,21.19,-0.36,,,20210104,2021
156744,166396,低貝塔100指數,"6,436.57",-,18.24,-0.28,,,20210104,2021
156745,166397,藍籌30反向一倍指數,"5,963.48",-,63.43,-1.05,,,20210104,2021
156746,166398,中小型精選50指數,"6,114.10",+,3.95,0.06,,,20210104,2021
156747,166399,中小型A級動能50指數,"10,076.37",-,56.20,-0.55,,,20210104,2021
156748,166400,特選高息低波指數,"5,973.14",+,21.46,0.36,,,20210104,2021
156749,166401,臺灣永續指數,"7,569.19",+,90.53,1.21,,,20210104,2021
156750,166402,工業菁英30反向一倍指數,"6,141.39",-,117.96,-1.88,,,20210104,2021
156751,166403,特選內需高收益指數,"5,644.78",+,4.37,0.08,,,20210104,2021
156752,166404,價值投資指數,"6,961.52",+,80.55,1.17,,,20210104,2021
156753,166405,中小型300指數,"7,457.61",+,101.52,1.38,,,20210104,2021
156754,166406,臺灣勞工權益指數,"6,534.66",+,34.58,0.53,,,20210104,2021
156755,166407,智慧投資多因子30指數,"5,393.71",+,28.60,0.53,,,20210104,2021
156756,166408,臺股期貨指數,"6,967.72",+,91.82,1.34,,,20210104,2021
156757,166409,臺灣上櫃企業社會責任指數,"5,864.03",+,98.47,1.71,,,20210104,2021
156758,166410,特選Smart多因子指數,"5,697.43",+,74.71,1.33,,,20210104,2021
156759,166413,寶島股價報酬指數,"22,108.43",+,247.02,1.13,,,20210104,2021
156760,166414,發行量加權股價報酬指數,"28,768.57",+,327.21,1.15,,,20210104,2021
156761,166415,臺灣公司治理100報酬指數,"11,161.10",+,89.93,0.81,,,20210104,2021
156762,166416,臺灣50報酬指數,"23,647.01",+,276.60,1.18,,,20210104,2021
156763,166417,臺灣50權重上限30%報酬指數,"22,172.30",+,263.89,1.20,,,20210104,2021
156764,166418,臺灣中型100報酬指數,"19,570.01",+,228.18,1.18,,,20210104,2021
156765,166419,臺灣資訊科技股報酬指數,"38,705.49",+,447.90,1.17,,,20210104,2021
156766,166420,臺灣發達報酬指數,"16,563.26",+,313.03,1.93,,,20210104,2021
156767,166421,臺灣高股息報酬指數,"16,631.83",+,94.58,0.57,,,20210104,2021
156768,166422,臺灣就業99報酬指數,"11,603.37",+,47.50,0.41,,,20210104,2021
156769,166423,臺灣高薪100報酬指數,"9,767.69",+,76.13,0.79,,,20210104,2021
156770,166424,未含金融電子報酬指數,"26,884.27",+,157.56,0.59,,,20210104,2021
156771,166425,小型股300報酬指數,"9,655.83",+,108.17,1.13,,,20210104,2021
156772,166426,水泥類報酬指數,305.11,-,0.20,-0.07,,,20210104,2021
156773,166427,食品類報酬指數,"2,566.09",+,1.90,0.07,,,20210104,2021
156774,166428,塑膠類報酬指數,431.75,-,0.60,-0.14,,,20210104,2021
156775,166429,紡織纖維類報酬指數,843.36,+,0.75,0.09,,,20210104,2021
156776,166430,電機機械類報酬指數,338.59,+,2.34,0.70,,,20210104,2021
156777,166431,電器電纜類報酬指數,89.53,+,0.08,0.09,,,20210104,2021
156778,166432,化學生技醫療類報酬指數,159.36,+,0.15,0.09,,,20210104,2021
156779,166433,化學類報酬指數,187.62,+,1.33,0.71,,,20210104,2021
156780,166434,生技醫療類報酬指數,89.81,-,0.54,-0.60,,,20210104,2021
156781,166435,玻璃陶瓷類報酬指數,61.96,+,4.87,8.53,,,20210104,2021
156782,166436,造紙類報酬指數,494.51,-,2.77,-0.56,,,20210104,2021
156783,166437,鋼鐵類報酬指數,182.49,+,2.05,1.14,,,20210104,2021
156784,166438,橡膠類報酬指數,431.31,-,2.67,-0.62,,,20210104,2021
156785,166439,汽車類報酬指數,535.36,+,11.15,2.13,,,20210104,2021
156786,166440,電子工業類報酬指數,"1,289.92",+,20.87,1.64,,,20210104,2021
156787,166441,半導體類報酬指數,601.53,+,8.21,1.38,,,20210104,2021
156788,166442,電腦及週邊設備類報酬指數,238.31,+,0.90,0.38,,,20210104,2021
156789,166443,光電類報酬指數,58.11,+,1.63,2.89,,,20210104,2021
156790,166444,通信網路類報酬指數,251.56,+,0.22,0.09,,,20210104,2021
156791,166445,電子零組件類報酬指數,274.15,+,4.71,1.75,,,20210104,2021
156792,166446,電子通路類報酬指數,291.64,+,1.06,0.36,,,20210104,2021
156793,166447,資訊服務類報酬指數,273.63,+,0.05,0.02,,,20210104,2021
156794,166448,其他電子類報酬指數,141.23,+,8.38,6.31,,,20210104,2021
156795,166449,建材營造類報酬指數,628.74,+,2.74,0.44,,,20210104,2021
156796,166450,航運類報酬指數,149.38,+,6.11,4.26,,,20210104,2021
156797,166451,觀光類報酬指數,129.35,-,0.16,-0.12,,,20210104,2021
156798,166452,金融保險類報酬指數,"2,039.44",-,9.51,-0.46,,,20210104,2021
156799,166453,貿易百貨類報酬指數,379.62,+,2.25,0.60,,,20210104,2021
156800,166454,油電燃氣類報酬指數,195.32,+,0.39,0.20,,,20210104,2021
156801,166455,其他類報酬指數,492.53,-,1.20,-0.24,,,20210104,2021
156802,166458,臺灣生技報酬指數,"4,472.91",-,75.83,-1.67,,,20210104,2021
156803,166459,臺灣中小型公司治理報酬指數,"8,178.71",+,101.54,1.26,,,20210104,2021
156804,166460,臺灣IPO報酬指數,"6,646.06",+,57.46,0.87,,,20210104,2021
156805,166461,智慧中立報酬指數,"4,424.43",-,18.72,-0.42,,,20210104,2021
156806,166462,加權指數掩護性臺指買權價外5%報酬指數,"6,326.85",+,61.69,0.98,,,20210104,2021
156807,166463,臺灣5G報酬指數,"8,139.89",+,143.38,1.79,,,20210104,2021
156808,166464,臺灣企業社會責任中小型報酬指數,"6,240.53",+,81.15,1.32,,,20210104,2021
156809,166465,特選臺灣電動車代表報酬指數,"6,343.34",+,148.50,2.40,,,20210104,2021
156810,166466,臺灣5G+通訊報酬指數,"5,969.11",+,135.09,2.32,,,20210104,2021
156811,166469,漲升股利150報酬指數,"9,744.77",+,59.87,0.62,,,20210104,2021
156812,166470,漲升股利100報酬指數,"9,048.53",+,88.36,0.99,,,20210104,2021
156813,166471,藍籌30報酬指數,"8,940.08",+,93.12,1.05,,,20210104,2021
156814,166472,工業菁英30報酬指數,"9,884.14",+,182.82,1.88,,,20210104,2021
156815,166473,電子菁英30報酬指數,"9,662.79",+,95.27,1.00,,,20210104,2021
156816,166474,低波動股利精選30報酬指數,"7,025.83",-,25.28,-0.36,,,20210104,2021
156817,166475,低貝塔100報酬指數,"7,649.29",-,21.67,-0.28,,,20210104,2021
156818,166476,中小型精選50報酬指數,"7,409.90",+,4.79,0.06,,,20210104,2021
156819,166477,中小型A級動能50報酬指數,"11,206.86",-,62.51,-0.55,,,20210104,2021
156820,166478,特選高息低波報酬指數,"7,304.00",+,26.24,0.36,,,20210104,2021
156821,166479,臺灣永續報酬指數,"8,904.69",+,106.50,1.21,,,20210104,2021
156822,166480,特選內需高收益報酬指數,"6,570.08",+,5.08,0.08,,,20210104,2021
156823,166481,價值投資報酬指數,"8,256.64",+,95.54,1.17,,,20210104,2021
156824,166482,存股雙十等權重報酬指數,"6,782.06",+,30.97,0.46,,,20210104,2021
156825,166483,特選大蘋果報酬指數,"8,020.74",+,179.41,2.29,,,20210104,2021
156826,166484,中小型300報酬指數,"8,042.57",+,109.48,1.38,,,20210104,2021
156827,166485,特股高息20報酬指數,"6,017.22",-,5.46,-0.09,,,20210104,2021
156828,166486,臺灣500報酬指數,"8,248.19",+,93.46,1.15,,,20210104,2021
156829,166487,特選外資豐擁50報酬指數,"8,198.68",+,98.34,1.21,,,20210104,2021
156830,166488,臺灣勞工權益報酬指數,"7,145.60",+,37.82,0.53,,,20210104,2021
156831,166489,微波高息精選20報酬指數,"5,503.56",+,14.47,0.26,,,20210104,2021
156832,166490,特選世代行動通訊報酬指數,"6,247.46",+,112.37,1.83,,,20210104,2021
156833,166491,智慧投資多因子30報酬指數,"5,626.71",+,29.84,0.53,,,20210104,2021
156834,166492,特選大蘋果報酬正向兩倍指數,"14,251.20",+,623.60,4.58,,,20210104,2021
156835,166493,特選大蘋果報酬反向一倍指數,"7,651.14",-,179.16,-2.29,,,20210104,2021
156836,166494,特選價值成長報酬指數,"6,193.48",+,58.79,0.96,,,20210104,2021
156837,166495,臺灣上櫃企業社會責任報酬指數,"6,098.19",+,102.41,1.71,,,20210104,2021
156838,166496,特選台股領航報酬指數,"6,810.80",+,153.38,2.30,,,20210104,2021
156839,166497,特選Smart多因子報酬指數,"5,736.27",+,75.22,1.33,,,20210104,2021
156840,166498,寶島股價指數,"17,105.74",+,103.09,0.61,,,20210105,2021
156841,166499,發行量加權股價指數,"15,000.03",+,98.00,0.66,,,20210105,2021
156842,166500,臺灣公司治理100指數,"8,819.56",+,57.63,0.66,,,20210105,2021
156843,166501,臺灣50指數,"12,207.71",+,113.30,0.94,,,20210105,2021
156844,166502,臺灣50權重上限30%指數,"11,427.64",+,97.72,0.86,,,20210105,2021
156845,166503,臺灣中型100指數,"10,919.95",+,47.23,0.43,,,20210105,2021
